source_repository,source_branch,source_commit,source_path,sha256,bytes,disposition,proposed_target,migration_task,required_gate,provenance_rule,status
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/graph/physical_realization.hh,aa864b877f4fe8b62505d26d6bf260e6d54b04937d3053519cf34d51230bda91,1407,split,Cellerator+CellShard:assigned-by-CE-CCP1-E03-010,CE-CCP1-E03-010,CE-CCP1-E03-018-GATE,JBC-PROV-SPLIT,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/graph/rewrite_descriptor.hh,25d5a88a86e9b17655369436e75b3da09acdc98f25c34d93eef3b0e8443078ac,1736,move,include/Cellerator/compiler/program/rewrite_descriptor.hh,CE-CCP1-E03-010,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/additive_state_v1.hh,22e51ed0ed922f00950387db19aabc10ec92d40468284c719f959b919f8c23f4,5731,move,include/Cellerator/compiler/planning/partial/additive_state_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/dependency_freshness_v1.hh,adb01ec524bbb66238558bcb06818c033455c0c91cc41197b8a2f7452edfbda7,13161,move,include/Cellerator/compiler/planning/partial/dependency_freshness_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/extrema_state_v1.hh,e155be609a5087572ebfd8267d29cb620a12b13ac8b53064b2064fb44d366cd8,5396,move,include/Cellerator/compiler/planning/partial/extrema_state_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/gathered_panel_v1.hh,3649834a17202b0df9d5f54e3e177700131f0f02cdd9820c8117cdc19be363df,6526,move,include/Cellerator/compiler/planning/partial/gathered_panel_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/gradient_partial_v1.hh,3e7d2e2192ce18ab9ab513673615353b511d569a904f1ba97d1d2ae121dc5900,4193,move,include/Cellerator/compiler/planning/partial/gradient_partial_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/log_sum_exp_state_v1.hh,f90e264ffe4baf498dc01e7f884e4bf7aa7f3388c45ed4c045e967361b6b63d5,6312,move,include/Cellerator/compiler/planning/partial/log_sum_exp_state_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/moments_state_v1.hh,6a62085bad7eed3844bc10e930a941701818e7f0ee606c7094effefb84785cb2,5856,move,include/Cellerator/compiler/planning/partial/moments_state_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/parameterized_function_v1.hh,375255582782e991bed410d83b2348383241b81279b56eb6120c823626f98acd,5397,move,include/Cellerator/compiler/planning/partial/parameterized_function_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/partial_atom_v1.hh,a366c81093053a8b364f9065e865e9f6b0d0e8cf4ca611737a6b270f262ae1df,8778,move,include/Cellerator/compiler/planning/partial/partial_atom_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/partial_image_v1.hh,509db8f50380a8b5f22f93e7e2d7fa4ef936bae02f509f9ffe2abe1a413bfe04,15584,move,include/Cellerator/compiler/planning/partial/partial_image_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/promotion_v1.hh,472e2d1ec54c096524f7f02d4b350fba66314e0551a248c3975d195ad44b90c6,7625,move,include/Cellerator/compiler/planning/partial/promotion_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/relation_contribution_v1.hh,e7a70c37daed500f0db536a5bbcf29255c20aa82043ae2b2180b354825c4663e,6737,move,include/Cellerator/compiler/planning/partial/relation_contribution_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/segment_summary_v1.hh,b66ac7cfcaa8ffc5faa441863fd9fc64d9373744c8f45303a4cc232eed18f09e,4841,move,include/Cellerator/compiler/planning/partial/segment_summary_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/static_transform_output_v1.hh,cffc3baa823b380f8feb8637c22e4879ed62045a3ebaf8b5eaa7d6de8d3e7296,5683,move,include/Cellerator/compiler/planning/partial/static_transform_output_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/structural_partial_v1.hh,d8284df3e28c009eeda880cf7026154862f358fcc4c8cb89f32b1ca127848e73,9724,move,include/Cellerator/compiler/planning/partial/structural_partial_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/trajectory_prefix_v1.hh,193e2e1282b13f62b9755ac462e351dd50e721f0e4a7e9a23ee6fc8114bb504f,5063,move,include/Cellerator/compiler/planning/partial/trajectory_prefix_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/partial/transform_partial_v1.hh,bad7cd3c957bb701a4c5e73da7dfbd8dd52d84e64f4576532650af706c2af67d,6207,move,include/Cellerator/compiler/planning/partial/transform_partial_v1.hh,CE-CCP1-E03-009,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/schedule/distributed_certificate.hh,f13e0e410394831d8c8840d4e2b8ab0844204e43404add57dcf47fe4ba6eb1bc,1015,move,include/Cellerator/compiler/program/schedule/distributed_certificate.hh,CE-CCP1-E03-012,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/schedule/portable_artifact.hh,f8eade294c54d6a9f8509e1be8de5f51ede4275abdd70e8f10a44c34700ff90a,2557,move,include/Cellerator/compiler/program/schedule/portable_artifact.hh,CE-CCP1-E03-012,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/compiler/schedule/replay_mode.hh,7e21afddecb257059c7c60847fbe4556d08cc7164b3a397de28ce510adadb58d,999,move,include/Cellerator/compiler/program/schedule/replay_mode.hh,CE-CCP1-E03-012,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/interop/cellerator/evidence_adapter_v1.hh,b09612e9aabdaff07acf43a557cfee43966542b6adcf8bcdbbdfa1610dae0142,7911,wrap temporarily,Cellerator:assigned-by-CE-CCP1-E02-015;CellShard:include/CellShard/interop/cellerator/evidence_adapter_v1.hh,CE-CCP1-E02-015,CE-CCP1-E02-018-GATE,JBC-PROV-WRAP-TEMPORARILY,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/async_file_atom_source.hh,b184955bce418852cca6ea3a54b10124c0122e5a8423c02e70e40819a8a48867,1640,preserve in place,CellShard:include/CellShard/runtime/v2/async_file_atom_source.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/atom_residency.hh,e561d6465fcd230c878f2df9eeb20d675cb6625f9859ecd3418538c0457a382a,2549,preserve in place,CellShard:include/CellShard/runtime/v2/atom_residency.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/atom_source.hh,5de3dda547416f27f02a6a79c9b245272b4de5ea1c54633924842d36f43a8e36,2949,preserve in place,CellShard:include/CellShard/runtime/v2/atom_source.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/command_ir.hh,16c048c103fb6a4e8d3ced5f686a8a86c9b23b5453cafb033b5784aebc6a108e,1633,preserve in place,CellShard:include/CellShard/runtime/v2/command_ir.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/device_transport.cuh,7c347a79678891ad2d67237b24593edf07003b186f96f4f323b19b601e5e782b,1255,preserve in place,CellShard:include/CellShard/runtime/v2/device_transport.cuh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/exact_read_baseline.hh,765ca4d7376abaed2c106511051773aa48c6a0c490bb7ca1a8600f777d34b2be,333,preserve in place,CellShard:include/CellShard/runtime/v2/exact_read_baseline.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/host_staged_transport.cuh,5b347ac06a35ebe6acf78387eb686f9925cd8e2edf334b54c02ca2afd21c8328,998,preserve in place,CellShard:include/CellShard/runtime/v2/host_staged_transport.cuh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/logical_node.hh,806c0a91d3f47ee2efc0fa132e419e2500ada4931285e40028e62c9c015e8a60,1634,preserve in place,CellShard:include/CellShard/runtime/v2/logical_node.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/nccl_collective_provider.cuh,93bde098cfdd32c00613a1fd2207645048c966cf2409936f43ff7906b72ee624,1351,preserve in place,CellShard:include/CellShard/runtime/v2/nccl_collective_provider.cuh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/numabraid_capability.hh,c6ca08a9dc86f6e6de4a354fda3855c463f38cf9cd1fdf6276d1f22ab64b0e5a,1125,preserve in place,CellShard:include/CellShard/runtime/v2/numabraid_capability.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/numabraid_transport.hh,aacfef2cb7899f1e05b406abe98bf5e2cf984e74eeda5199c944d906866dbc76,2711,preserve in place,CellShard:include/CellShard/runtime/v2/numabraid_transport.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/pinned_staging_pool.hh,4a5834f3fc51fbaa47f20b0fbf76ef3dfc26445ca19b477b57915d7b33c428e1,1904,preserve in place,CellShard:include/CellShard/runtime/v2/pinned_staging_pool.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/read_plan.hh,90a1b38cc146ba69f7e09b9e7723afbcdeca28beb29ad38bf1f93e24393c3eb4,1152,preserve in place,CellShard:include/CellShard/runtime/v2/read_plan.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/residency_admission.hh,beb8fb8b5a39d72644e2da51d8237ceb9012520587b896152002aed6d92b2e11,1248,preserve in place,CellShard:include/CellShard/runtime/v2/residency_admission.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/residency_lease.hh,639d076e0c98e9f5b506bf0dbda03786bb70505dac6ea797418080282f98cfae,1513,preserve in place,CellShard:include/CellShard/runtime/v2/residency_lease.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/route_calibration.hh,e7cb05995494b000b5cb41d257328d7c204a2b8a6985a949a25d258003a71039,2127,preserve in place,CellShard:include/CellShard/runtime/v2/route_calibration.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/runtime_recovery.hh,901ac8d9fc3c2700e82695bd212c31dfa80292444f231194f92f60d610ea2a38,1217,preserve in place,CellShard:include/CellShard/runtime/v2/runtime_recovery.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/storage_endpoint.hh,760387e533ba9aae44b7467363cf639a75f3743e0414b2a7edd2960698982abf,2018,preserve in place,CellShard:include/CellShard/runtime/v2/storage_endpoint.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/topology_profile.hh,b379d2255e4b9e5b06dce119bfa86587dd1f7faf0a095a14d54c92666386bb8a,3663,preserve in place,CellShard:include/CellShard/runtime/v2/topology_profile.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/transport_registry.hh,32cc283c7838782b68943ba0e6cb7158feecc0ff04acc528edd3dbc42c9190e9,2603,preserve in place,CellShard:include/CellShard/runtime/v2/transport_registry.hh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,include/CellShard/runtime/v2/worker_cuda_graph.cuh,424474e7797d4a2aa547850938305eb0a298ba2e04142e2294ab665901c14b9b,1197,preserve in place,CellShard:include/CellShard/runtime/v2/worker_cuda_graph.cuh,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/atom_compression_experiment_v1.cc,be002ee58ae6448fab40ac4381259e089febcda038aa72f0b66e1eb791a9963b,1666,preserve in place,CellShard:src/artifact/atom_store/atom_compression_experiment_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/codec_registry_v1.cc,48994890d0b006e27b523e5615b9292ea1b32ad6723ad696cf5de0b727dc4a3f,2332,preserve in place,CellShard:src/artifact/atom_store/codec_registry_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/compatibility_import_v1.cc,943f8cf2ebfeb56f76c57ddd32a57d43b18dc2a2367f07c2b31447225e9f04af,1816,preserve in place,CellShard:src/artifact/atom_store/compatibility_import_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/consolidation_v1.cc,456ee1a33ddd0525c1f1a297a1c3cbacb44419ccc5f7341ea78508a9c7f70fde,1505,preserve in place,CellShard:src/artifact/atom_store/consolidation_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/cpu_block_codec_v1.cc,e38d63be79e8aac801ad17c0d8fa0265611e3f86dca838a74aca4ba5fbfff2a1,1666,preserve in place,CellShard:src/artifact/atom_store/cpu_block_codec_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/gpu_atom_link_v1.cc,0592cbf6753b4aa707824967b90112df8d9526c6319dc8b88a4358dde5462883,935,preserve in place,CellShard:src/artifact/atom_store/gpu_atom_link_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/gpu_atom_link_v1.cu,3ddabfb76b5db9a5d7db18e45c27e7c8df9abbdd9efa42e2e5134c09d4563c7e,1372,preserve in place,CellShard:src/artifact/atom_store/gpu_atom_link_v1.cu,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/multi_range_source_v1.cc,ae5b5910ab78671e682b7e7e53908bb9c4ea3641f02ab0dca422d60cee69a0f3,1191,preserve in place,CellShard:src/artifact/atom_store/multi_range_source_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/publication_v1.cc,e0994a9e8a4e0713d2d63cf4ca2d36c391ee9ef8b8780d4554230e70742c4fd8,1621,preserve in place,CellShard:src/artifact/atom_store/publication_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/reachability_gc_v1.cc,3e9840be9f8ab762d8b915d5e948a301550f0ed7de079f862317a3bec19cc3e6,1739,preserve in place,CellShard:src/artifact/atom_store/reachability_gc_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/reader_v1.cc,4eb52d68552a07ec94d35ec64b83f787518af0ee0aea88cd90a8f63e8a3591f8,2547,preserve in place,CellShard:src/artifact/atom_store/reader_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/recovery_v1.cc,bdb7950509dea8991b41bf5b9974b5ad62d13e17a96b10a269d46ce44fbf283d,1155,preserve in place,CellShard:src/artifact/atom_store/recovery_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/artifact/atom_store/writer_v1.cc,034f2b4fe7fa098c22b5bba4f70f9437d3abe7d98b736a47afe5c2821bdfea1e,3532,preserve in place,CellShard:src/artifact/atom_store/writer_v1.cc,CE-CCP1-E03-013,CE-CCP1-E03-018-GATE,JBC-PROV-PRESERVE-IN-PLACE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/atom/common_atom_v1.cc,2e87fe51b596374762511e5a224fcbbf7b0c7c6d7ffbc0cde13e4dafc1a8e58f,5228,move,src/compiler/discovery/atom/common_atom_v1.cc,CE-CCP1-E02-010,CE-CCP1-E02-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/evidence/evidence_atlas_image_v1.cc,915a6aa386d684d0eb9c0cb36129c63e2fc31456dc3097a99d4b4e9e3817257b,7605,move,src/compiler/discovery/evidence/evidence_atlas_image_v1.cc,CE-CCP1-E02-002,CE-CCP1-E02-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/evidence/evidence_atlas_merge_v1.cc,c4e77551aea22a907e1cf7c1ce63b32a292cda9bb163e3cbcbb6fd075cf0a141,3244,move,src/compiler/discovery/evidence/evidence_atlas_merge_v1.cc,CE-CCP1-E02-002,CE-CCP1-E02-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/evidence/evidence_atlas_v1.cc,8d493e3f189ce5919c7212c6df93f6e871a59f8febbfc3b1c80dbdacaddff6f4,3080,move,src/compiler/discovery/evidence/evidence_atlas_v1.cc,CE-CCP1-E02-002,CE-CCP1-E02-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/grammar/induced/canonical_production_v1.hh,c5f26ff92a62fdcf2c1070e93f59387a3c80cbe7428f9d927303261d5e4d95e8,2773,move,src/compiler/composition/grammar/induced/canonical_production_v1.hh,CE-CCP1-E03-004,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/grammar/induced/complete_cost_v1.hh,bdbbe83c47a82f9b01c7f598bd054de08f5e3b419564ca1a48fc73ca729235b0,2557,move,src/compiler/composition/grammar/induced/complete_cost_v1.hh,CE-CCP1-E03-004,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/grammar/induced/flat_dag_comparison_v1.hh,42702dc1066f4b4b8468345e5daa0b0f029d4ebf430d28ed4b40b9fa67e07606,2039,move,src/compiler/composition/grammar/induced/flat_dag_comparison_v1.hh,CE-CCP1-E03-004,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/grammar/induced/frequency_stability_v1.hh,427b299339830805d903301cfdb66a686ccee12ac71dc6801ec511bfeb8ea8b3,2708,move,src/compiler/composition/grammar/induced/frequency_stability_v1.hh,CE-CCP1-E03-004,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/grammar/induced/grammar_bounds_v1.hh,d6f017712bc77704e6b0e0474cf2c2b865f3a6bcd94ad1f7a4d60fb331c01de2,2199,move,src/compiler/composition/grammar/induced/grammar_bounds_v1.hh,CE-CCP1-E03-004,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
git@github.com:tumlinso/CellShard.git,main,b9749ad3e5146a04f847533d8c6f1a54146aed20,src/compiler/grammar/induced/induced_promotion_gate_v1.hh,86fb8ed42d92b68d52cc4546440b237a548d5923a4bbfd86ca7691ddc4b21443,2983,move,src/compiler/composition/grammar/induced/induced_promotion_gate_v1.hh,CE-CCP1-E03-004,CE-CCP1-E03-018-GATE,JBC-PROV-MOVE,source-frozen
