source_task_id,target_task_id,dependency_kind,source_checkpoint_id,required_state
CE-CCP1-F03-003,CE-CCP1-F03-004,task,,done
CE-CCP1-F03-004,CE-CCP1-F03-005,task,,done
CE-CCP1-F03-005,CE-CCP1-F03-006,task,,done
CE-CCP1-F03-006,CE-CCP1-F03-007,task,,done
CE-CCP1-F03-007,CE-CCP1-F03-008,task,,done
CE-CCP1-F03-008,CE-CCP1-F03-009,task,,done
CE-CCP1-F03-009,CE-CCP1-F03-010,task,,done
CE-CCP1-F03-010,CE-CCP1-F03-011,task,,done
CE-CCP1-F03-011,CE-CCP1-F03-012,task,,done
CE-CCP1-F03-012,CE-CCP1-F03-013,task,,done
CE-CCP1-F03-013,CE-CCP1-F03-014,task,,done
CE-CCP1-F03-014,CE-CCP1-F03-015,task,,done
CE-CCP1-F02-014,CE-CCP1-F03-015,checkpoint:CE-CCP1-CP-F02,CE-CCP1-CP-F02,reached
CE-CCP1-F01-018,CE-CCP1-F03-015,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-M40,CE-CCP1-F04-000,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-M40,CE-CCP1-F04-001,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-F04-001,CE-CCP1-F04-002,task,,done
CE-CCP1-F04-002,CE-CCP1-F04-003,task,,done
CE-CCP1-F04-003,CE-CCP1-F04-004,task,,done
CE-CCP1-F04-004,CE-CCP1-F04-005,task,,done
CE-CCP1-F04-005,CE-CCP1-F04-006,task,,done
CE-CCP1-F04-006,CE-CCP1-F04-007,task,,done
CE-CCP1-F04-007,CE-CCP1-F04-008,task,,done
CE-CCP1-F04-008,CE-CCP1-F04-009,task,,done
CE-CCP1-F04-009,CE-CCP1-F04-010,task,,done
CE-CCP1-F04-010,CE-CCP1-F04-011,task,,done
CE-CCP1-F04-011,CE-CCP1-F04-012,task,,done
CE-CCP1-F04-012,CE-CCP1-F04-013,task,,done
CE-CCP1-F02-014,CE-CCP1-F04-013,checkpoint:CE-CCP1-CP-F02,CE-CCP1-CP-F02,reached
CE-CCP1-F01-018,CE-CCP1-F04-013,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-M30,CE-CCP1-G01-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M30,CE-CCP1-G01-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-G01-001,CE-CCP1-G01-002,task,,done
CE-CCP1-G01-002,CE-CCP1-G01-003,task,,done
CE-CCP1-G01-003,CE-CCP1-G01-004,task,,done
CE-CCP1-G01-004,CE-CCP1-G01-005,task,,done
CE-CCP1-G01-005,CE-CCP1-G01-006,task,,done
CE-CCP1-G01-006,CE-CCP1-G01-007,task,,done
CE-CCP1-G01-007,CE-CCP1-G01-008,task,,done
CE-CCP1-G01-008,CE-CCP1-G01-009,task,,done
CE-CCP1-G01-009,CE-CCP1-G01-010,task,,done
CE-CCP1-G01-010,CE-CCP1-G01-011,task,,done
CE-CCP1-G01-011,CE-CCP1-G01-012,task,,done
CE-CCP1-G01-012,CE-CCP1-G01-013,task,,done
CE-CCP1-G01-013,CE-CCP1-G01-014,task,,done
CE-CCP1-G01-014,CE-CCP1-G01-015,task,,done
CE-CCP1-G01-015,CE-CCP1-G01-016,task,,done
CE-CCP1-D02-016,CE-CCP1-G01-016,checkpoint:CE-CCP1-CP-D02,CE-CCP1-CP-D02,reached
CE-CCP1-E01-016,CE-CCP1-G01-016,checkpoint:CE-CCP1-CP-E01,CE-CCP1-CP-E01,reached
CE-CCP1-F01-018,CE-CCP1-G01-016,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-M30,CE-CCP1-G02-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M40,CE-CCP1-G02-000,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-M30,CE-CCP1-G02-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M40,CE-CCP1-G02-001,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-G02-001,CE-CCP1-G02-002,task,,done
CE-CCP1-G02-002,CE-CCP1-G02-003,task,,done
CE-CCP1-G02-003,CE-CCP1-G02-004,task,,done
CE-CCP1-G02-004,CE-CCP1-G02-005,task,,done
CE-CCP1-G02-005,CE-CCP1-G02-006,task,,done
CE-CCP1-G02-006,CE-CCP1-G02-007,task,,done
CE-CCP1-G02-007,CE-CCP1-G02-008,task,,done
CE-CCP1-G02-008,CE-CCP1-G02-009,task,,done
CE-CCP1-G02-009,CE-CCP1-G02-010,task,,done
CE-CCP1-G02-010,CE-CCP1-G02-011,task,,done
CE-CCP1-G02-011,CE-CCP1-G02-012,task,,done
CE-CCP1-G02-012,CE-CCP1-G02-013,task,,done
CE-CCP1-G02-013,CE-CCP1-G02-014,task,,done
CE-CCP1-G02-014,CE-CCP1-G02-015,task,,done
CE-CCP1-G02-015,CE-CCP1-G02-016,task,,done
CE-CCP1-G02-016,CE-CCP1-G02-017,task,,done
CE-CCP1-G02-017,CE-CCP1-G02-018,task,,done
CE-CCP1-G01-016,CE-CCP1-G02-018,checkpoint:CE-CCP1-CP-G01,CE-CCP1-CP-G01,reached
CE-CCP1-E04-018,CE-CCP1-G02-018,checkpoint:CE-CCP1-CP-E04,CE-CCP1-CP-E04,reached
CE-CCP1-F01-018,CE-CCP1-G02-018,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-M20,CE-CCP1-G03-000,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M30,CE-CCP1-G03-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M20,CE-CCP1-G03-001,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M30,CE-CCP1-G03-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-G03-001,CE-CCP1-G03-002,task,,done
CE-CCP1-G03-002,CE-CCP1-G03-003,task,,done
CE-CCP1-G03-003,CE-CCP1-G03-004,task,,done
CE-CCP1-G03-004,CE-CCP1-G03-005,task,,done
CE-CCP1-G03-005,CE-CCP1-G03-006,task,,done
CE-CCP1-G03-006,CE-CCP1-G03-007,task,,done
CE-CCP1-G03-007,CE-CCP1-G03-008,task,,done
CE-CCP1-G03-008,CE-CCP1-G03-009,task,,done
CE-CCP1-G03-009,CE-CCP1-G03-010,task,,done
CE-CCP1-G03-010,CE-CCP1-G03-011,task,,done
CE-CCP1-G03-011,CE-CCP1-G03-012,task,,done
CE-CCP1-G03-012,CE-CCP1-G03-013,task,,done
CE-CCP1-G03-013,CE-CCP1-G03-014,task,,done
CE-CCP1-G03-014,CE-CCP1-G03-015,task,,done
CE-CCP1-G03-015,CE-CCP1-G03-016,task,,done
CE-CCP1-C02-012,CE-CCP1-G03-016,checkpoint:CE-CCP1-CP-C02,CE-CCP1-CP-C02,reached
CE-CCP1-E01-016,CE-CCP1-G03-016,checkpoint:CE-CCP1-CP-E01,CE-CCP1-CP-E01,reached
CE-CCP1-F01-018,CE-CCP1-G03-016,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-M30,CE-CCP1-H01-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M50,CE-CCP1-H01-000,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-M30,CE-CCP1-H01-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M50,CE-CCP1-H01-001,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-H01-001,CE-CCP1-H01-002,task,,done
CE-CCP1-H01-002,CE-CCP1-H01-003,task,,done
CE-CCP1-H01-003,CE-CCP1-H01-004,task,,done
CE-CCP1-H01-004,CE-CCP1-H01-005,task,,done
CE-CCP1-H01-005,CE-CCP1-H01-006,task,,done
CE-CCP1-H01-006,CE-CCP1-H01-007,task,,done
CE-CCP1-H01-007,CE-CCP1-H01-008,task,,done
CE-CCP1-H01-008,CE-CCP1-H01-009,task,,done
CE-CCP1-H01-009,CE-CCP1-H01-010,task,,done
CE-CCP1-H01-010,CE-CCP1-H01-011,task,,done
CE-CCP1-H01-011,CE-CCP1-H01-012,task,,done
CE-CCP1-H01-012,CE-CCP1-H01-013,task,,done
CE-CCP1-H01-013,CE-CCP1-H01-014,task,,done
CE-CCP1-H01-014,CE-CCP1-H01-015,task,,done
CE-CCP1-H01-015,CE-CCP1-H01-016,task,,done
CE-CCP1-D02-016,CE-CCP1-H01-016,checkpoint:CE-CCP1-CP-D02,CE-CCP1-CP-D02,reached
CE-CCP1-E04-018,CE-CCP1-H01-016,checkpoint:CE-CCP1-CP-E04,CE-CCP1-CP-E04,reached
CE-CCP1-F01-018,CE-CCP1-H01-016,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-F02-014,CE-CCP1-H01-016,checkpoint:CE-CCP1-CP-F02,CE-CCP1-CP-F02,reached
CE-CCP1-M30,CE-CCP1-H02-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M50,CE-CCP1-H02-000,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-M30,CE-CCP1-H02-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M50,CE-CCP1-H02-001,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-H02-001,CE-CCP1-H02-002,task,,done
CE-CCP1-H02-002,CE-CCP1-H02-003,task,,done
CE-CCP1-H02-003,CE-CCP1-H02-004,task,,done
CE-CCP1-H02-004,CE-CCP1-H02-005,task,,done
CE-CCP1-H02-005,CE-CCP1-H02-006,task,,done
CE-CCP1-H02-006,CE-CCP1-H02-007,task,,done
CE-CCP1-H02-007,CE-CCP1-H02-008,task,,done
CE-CCP1-H02-008,CE-CCP1-H02-009,task,,done
CE-CCP1-H02-009,CE-CCP1-H02-010,task,,done
CE-CCP1-H02-010,CE-CCP1-H02-011,task,,done
CE-CCP1-H02-011,CE-CCP1-H02-012,task,,done
CE-CCP1-H02-012,CE-CCP1-H02-013,task,,done
CE-CCP1-H02-013,CE-CCP1-H02-014,task,,done
CE-CCP1-H02-014,CE-CCP1-H02-015,task,,done
CE-CCP1-H02-015,CE-CCP1-H02-016,task,,done
CE-CCP1-D02-016,CE-CCP1-H02-016,checkpoint:CE-CCP1-CP-D02,CE-CCP1-CP-D02,reached
CE-CCP1-E04-018,CE-CCP1-H02-016,checkpoint:CE-CCP1-CP-E04,CE-CCP1-CP-E04,reached
CE-CCP1-F01-018,CE-CCP1-H02-016,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-G02-018,CE-CCP1-H02-016,checkpoint:CE-CCP1-CP-G02,CE-CCP1-CP-G02,reached
CE-CCP1-G03-016,CE-CCP1-H02-016,checkpoint:CE-CCP1-CP-G03,CE-CCP1-CP-G03,reached
CE-CCP1-M20,CE-CCP1-H03-000,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M30,CE-CCP1-H03-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M50,CE-CCP1-H03-000,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-M20,CE-CCP1-H03-001,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M30,CE-CCP1-H03-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M50,CE-CCP1-H03-001,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-H03-001,CE-CCP1-H03-002,task,,done
CE-CCP1-H03-002,CE-CCP1-H03-003,task,,done
CE-CCP1-H03-003,CE-CCP1-H03-004,task,,done
CE-CCP1-H03-004,CE-CCP1-H03-005,task,,done
CE-CCP1-H03-005,CE-CCP1-H03-006,task,,done
CE-CCP1-H03-006,CE-CCP1-H03-007,task,,done
CE-CCP1-H03-007,CE-CCP1-H03-008,task,,done
CE-CCP1-H03-008,CE-CCP1-H03-009,task,,done
CE-CCP1-H03-009,CE-CCP1-H03-010,task,,done
CE-CCP1-H03-010,CE-CCP1-H03-011,task,,done
CE-CCP1-H03-011,CE-CCP1-H03-012,task,,done
CE-CCP1-H03-012,CE-CCP1-H03-013,task,,done
CE-CCP1-H03-013,CE-CCP1-H03-014,task,,done
CE-CCP1-H03-014,CE-CCP1-H03-015,task,,done
CE-CCP1-H03-015,CE-CCP1-H03-016,task,,done
CE-CCP1-H03-016,CE-CCP1-H03-017,task,,done
CE-CCP1-H03-017,CE-CCP1-H03-018,task,,done
CE-CCP1-H02-016,CE-CCP1-H03-018,checkpoint:CE-CCP1-CP-H02,CE-CCP1-CP-H02,reached
CE-CCP1-D03-015,CE-CCP1-H03-018,checkpoint:CE-CCP1-CP-D03,CE-CCP1-CP-D03,reached
CE-CCP1-M10,CE-CCP1-I01-000,checkpoint:CE-CCP1-MILESTONE-M10,CE-CCP1-MILESTONE-M10,reached
CE-CCP1-M20,CE-CCP1-I01-000,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M10,CE-CCP1-I01-001,checkpoint:CE-CCP1-MILESTONE-M10,CE-CCP1-MILESTONE-M10,reached
CE-CCP1-M20,CE-CCP1-I01-001,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-I01-001,CE-CCP1-I01-002,task,,done
CE-CCP1-I01-002,CE-CCP1-I01-003,task,,done
CE-CCP1-I01-003,CE-CCP1-I01-004,task,,done
CE-CCP1-I01-004,CE-CCP1-I01-005,task,,done
CE-CCP1-I01-005,CE-CCP1-I01-006,task,,done
CE-CCP1-I01-006,CE-CCP1-I01-007,task,,done
CE-CCP1-I01-007,CE-CCP1-I01-008,task,,done
CE-CCP1-I01-008,CE-CCP1-I01-009,task,,done
CE-CCP1-I01-009,CE-CCP1-I01-010,task,,done
CE-CCP1-I01-010,CE-CCP1-I01-011,task,,done
CE-CCP1-I01-011,CE-CCP1-I01-012,task,,done
CE-CCP1-I01-012,CE-CCP1-I01-013,task,,done
CE-CCP1-I01-013,CE-CCP1-I01-014,task,,done
CE-CCP1-B03-015,CE-CCP1-I01-014,checkpoint:CE-CCP1-CP-B03,CE-CCP1-CP-B03,reached
CE-CCP1-B04-014,CE-CCP1-I01-014,checkpoint:CE-CCP1-CP-B04,CE-CCP1-CP-B04,reached
CE-CCP1-C02-012,CE-CCP1-I01-014,checkpoint:CE-CCP1-CP-C02,CE-CCP1-CP-C02,reached
CE-CCP1-H02-016,CE-CCP1-I01-014,checkpoint:CE-CCP1-CP-H02,CE-CCP1-CP-H02,reached
CE-CCP1-M30,CE-CCP1-I02-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M40,CE-CCP1-I02-000,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-M60,CE-CCP1-I02-000,checkpoint:CE-CCP1-MILESTONE-M60,CE-CCP1-MILESTONE-M60,reached
CE-CCP1-M30,CE-CCP1-I02-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M40,CE-CCP1-I02-001,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-M60,CE-CCP1-I02-001,checkpoint:CE-CCP1-MILESTONE-M60,CE-CCP1-MILESTONE-M60,reached
CE-CCP1-I02-001,CE-CCP1-I02-002,task,,done
CE-CCP1-I02-002,CE-CCP1-I02-003,task,,done
CE-CCP1-I02-003,CE-CCP1-I02-004,task,,done
CE-CCP1-I02-004,CE-CCP1-I02-005,task,,done
CE-CCP1-I02-005,CE-CCP1-I02-006,task,,done
CE-CCP1-I02-006,CE-CCP1-I02-007,task,,done
CE-CCP1-I02-007,CE-CCP1-I02-008,task,,done
CE-CCP1-I02-008,CE-CCP1-I02-009,task,,done
CE-CCP1-I02-009,CE-CCP1-I02-010,task,,done
CE-CCP1-I02-010,CE-CCP1-I02-011,task,,done
CE-CCP1-I02-011,CE-CCP1-I02-012,task,,done
CE-CCP1-I02-012,CE-CCP1-I02-013,task,,done
CE-CCP1-I02-013,CE-CCP1-I02-014,task,,done
CE-CCP1-I01-014,CE-CCP1-I02-014,checkpoint:CE-CCP1-CP-I01,CE-CCP1-CP-I01,reached
CE-CCP1-D03-015,CE-CCP1-I02-014,checkpoint:CE-CCP1-CP-D03,CE-CCP1-CP-D03,reached
CE-CCP1-E01-016,CE-CCP1-I02-014,checkpoint:CE-CCP1-CP-E01,CE-CCP1-CP-E01,reached
CE-CCP1-F01-018,CE-CCP1-I02-014,checkpoint:CE-CCP1-CP-F01,CE-CCP1-CP-F01,reached
CE-CCP1-G03-016,CE-CCP1-I02-014,checkpoint:CE-CCP1-CP-G03,CE-CCP1-CP-G03,reached
CE-CCP1-M20,CE-CCP1-J01-000,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M30,CE-CCP1-J01-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M20,CE-CCP1-J01-001,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-M30,CE-CCP1-J01-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-J01-001,CE-CCP1-J01-002,task,,done
CE-CCP1-J01-002,CE-CCP1-J01-003,task,,done
CE-CCP1-J01-003,CE-CCP1-J01-004,task,,done
CE-CCP1-J01-004,CE-CCP1-J01-005,task,,done
CE-CCP1-J01-005,CE-CCP1-J01-006,task,,done
CE-CCP1-J01-006,CE-CCP1-J01-007,task,,done
CE-CCP1-J01-007,CE-CCP1-J01-008,task,,done
CE-CCP1-J01-008,CE-CCP1-J01-009,task,,done
CE-CCP1-J01-009,CE-CCP1-J01-010,task,,done
CE-CCP1-J01-010,CE-CCP1-J01-011,task,,done
CE-CCP1-J01-011,CE-CCP1-J01-012,task,,done
CE-CCP1-D01-014,CE-CCP1-J01-012,checkpoint:CE-CCP1-CP-D01,CE-CCP1-CP-D01,reached
CE-CCP1-D03-015,CE-CCP1-J01-012,checkpoint:CE-CCP1-CP-D03,CE-CCP1-CP-D03,reached
CE-CCP1-G03-016,CE-CCP1-J01-012,checkpoint:CE-CCP1-CP-G03,CE-CCP1-CP-G03,reached
CE-CCP1-M10,CE-CCP1-J02-000,checkpoint:CE-CCP1-MILESTONE-M10,CE-CCP1-MILESTONE-M10,reached
CE-CCP1-M30,CE-CCP1-J02-000,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M40,CE-CCP1-J02-000,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-M50,CE-CCP1-J02-000,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-M10,CE-CCP1-J02-001,checkpoint:CE-CCP1-MILESTONE-M10,CE-CCP1-MILESTONE-M10,reached
CE-CCP1-M30,CE-CCP1-J02-001,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-M40,CE-CCP1-J02-001,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-M50,CE-CCP1-J02-001,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-J02-001,CE-CCP1-J02-002,task,,done
CE-CCP1-J02-002,CE-CCP1-J02-003,task,,done
CE-CCP1-J02-003,CE-CCP1-J02-004,task,,done
CE-CCP1-J02-004,CE-CCP1-J02-005,task,,done
CE-CCP1-J02-005,CE-CCP1-J02-006,task,,done
CE-CCP1-J02-006,CE-CCP1-J02-007,task,,done
CE-CCP1-J02-007,CE-CCP1-J02-008,task,,done
CE-CCP1-J02-008,CE-CCP1-J02-009,task,,done
CE-CCP1-J02-009,CE-CCP1-J02-010,task,,done
CE-CCP1-J02-010,CE-CCP1-J02-011,task,,done
CE-CCP1-J02-011,CE-CCP1-J02-012,task,,done
CE-CCP1-J02-012,CE-CCP1-J02-013,task,,done
CE-CCP1-J02-013,CE-CCP1-J02-014,task,,done
CE-CCP1-F02-014,CE-CCP1-J02-014,checkpoint:CE-CCP1-CP-F02,CE-CCP1-CP-F02,reached
CE-CCP1-F03-015,CE-CCP1-J02-014,checkpoint:CE-CCP1-CP-F03,CE-CCP1-CP-F03,reached
CE-CCP1-H01-016,CE-CCP1-J02-014,checkpoint:CE-CCP1-CP-H01,CE-CCP1-CP-H01,reached
CE-CCP1-I02-014,CE-CCP1-J02-014,checkpoint:CE-CCP1-CP-I02,CE-CCP1-CP-I02,reached
CE-CCP1-M60,CE-CCP1-J03-000,checkpoint:CE-CCP1-MILESTONE-M60,CE-CCP1-MILESTONE-M60,reached
CE-CCP1-M70,CE-CCP1-J03-000,checkpoint:CE-CCP1-MILESTONE-M70,CE-CCP1-MILESTONE-M70,reached
CE-CCP1-M80,CE-CCP1-J03-000,checkpoint:CE-CCP1-MILESTONE-M80,CE-CCP1-MILESTONE-M80,reached
CE-CCP1-M60,CE-CCP1-J03-001,checkpoint:CE-CCP1-MILESTONE-M60,CE-CCP1-MILESTONE-M60,reached
CE-CCP1-M70,CE-CCP1-J03-001,checkpoint:CE-CCP1-MILESTONE-M70,CE-CCP1-MILESTONE-M70,reached
CE-CCP1-M80,CE-CCP1-J03-001,checkpoint:CE-CCP1-MILESTONE-M80,CE-CCP1-MILESTONE-M80,reached
CE-CCP1-J03-001,CE-CCP1-J03-002,task,,done
CE-CCP1-J03-002,CE-CCP1-J03-003,task,,done
CE-CCP1-J03-003,CE-CCP1-J03-004,task,,done
CE-CCP1-J03-004,CE-CCP1-J03-005,task,,done
CE-CCP1-J03-005,CE-CCP1-J03-006,task,,done
CE-CCP1-J03-006,CE-CCP1-J03-007,task,,done
CE-CCP1-J03-007,CE-CCP1-J03-008,task,,done
CE-CCP1-J03-008,CE-CCP1-J03-009,task,,done
CE-CCP1-J03-009,CE-CCP1-J03-010,task,,done
CE-CCP1-J03-010,CE-CCP1-J03-011,task,,done
CE-CCP1-J03-011,CE-CCP1-J03-012,task,,done
CE-CCP1-J03-012,CE-CCP1-J03-013,task,,done
CE-CCP1-H03-018,CE-CCP1-J03-013,checkpoint:CE-CCP1-CP-H03,CE-CCP1-CP-H03,reached
CE-CCP1-I02-014,CE-CCP1-J03-013,checkpoint:CE-CCP1-CP-I02,CE-CCP1-CP-I02,reached
CE-CCP1-H01-016,CE-CCP1-J03-013,checkpoint:CE-CCP1-CP-H01,CE-CCP1-CP-H01,reached
CE-CCP1-G03-016,CE-CCP1-J03-013,checkpoint:CE-CCP1-CP-G03,CE-CCP1-CP-G03,reached
CE-CCP1-A01-009,CE-CCP1-M00,task,,done
CE-CCP1-A02-012,CE-CCP1-M00,task,,done
CE-CCP1-A03-014,CE-CCP1-M00,task,,done
CE-CCP1-A04-010,CE-CCP1-M00,task,,done
CE-CCP1-B01-012,CE-CCP1-M10,task,,done
CE-CCP1-B02-014,CE-CCP1-M10,task,,done
CE-CCP1-B03-015,CE-CCP1-M10,task,,done
CE-CCP1-B04-014,CE-CCP1-M10,task,,done
CE-CCP1-M00,CE-CCP1-M10,checkpoint:CE-CCP1-MILESTONE-M00,CE-CCP1-MILESTONE-M00,reached
CE-CCP1-C01-016,CE-CCP1-M20,task,,done
CE-CCP1-C02-012,CE-CCP1-M20,task,,done
CE-CCP1-C03-016,CE-CCP1-M20,task,,done
CE-CCP1-C04-016,CE-CCP1-M20,task,,done
CE-CCP1-M10,CE-CCP1-M20,checkpoint:CE-CCP1-MILESTONE-M10,CE-CCP1-MILESTONE-M10,reached
CE-CCP1-D01-014,CE-CCP1-M30,task,,done
CE-CCP1-D02-016,CE-CCP1-M30,task,,done
CE-CCP1-D03-015,CE-CCP1-M30,task,,done
CE-CCP1-M20,CE-CCP1-M30,checkpoint:CE-CCP1-MILESTONE-M20,CE-CCP1-MILESTONE-M20,reached
CE-CCP1-E01-016,CE-CCP1-M40,task,,done
CE-CCP1-E02-018,CE-CCP1-M40,task,,done
CE-CCP1-E03-018,CE-CCP1-M40,task,,done
CE-CCP1-E04-018,CE-CCP1-M40,task,,done
CE-CCP1-M30,CE-CCP1-M40,checkpoint:CE-CCP1-MILESTONE-M30,CE-CCP1-MILESTONE-M30,reached
CE-CCP1-F01-018,CE-CCP1-M50,task,,done
CE-CCP1-F02-014,CE-CCP1-M50,task,,done
CE-CCP1-F03-015,CE-CCP1-M50,task,,done
CE-CCP1-F04-013,CE-CCP1-M50,task,,done
CE-CCP1-M40,CE-CCP1-M50,checkpoint:CE-CCP1-MILESTONE-M40,CE-CCP1-MILESTONE-M40,reached
CE-CCP1-G01-016,CE-CCP1-M60,task,,done
CE-CCP1-G02-018,CE-CCP1-M60,task,,done
CE-CCP1-G03-016,CE-CCP1-M60,task,,done
CE-CCP1-M50,CE-CCP1-M60,checkpoint:CE-CCP1-MILESTONE-M50,CE-CCP1-MILESTONE-M50,reached
CE-CCP1-H01-016,CE-CCP1-M70,task,,done
CE-CCP1-H02-016,CE-CCP1-M70,task,,done
CE-CCP1-H03-018,CE-CCP1-M70,task,,done
CE-CCP1-M60,CE-CCP1-M70,checkpoint:CE-CCP1-MILESTONE-M60,CE-CCP1-MILESTONE-M60,reached
CE-CCP1-I01-014,CE-CCP1-M80,task,,done
CE-CCP1-I02-014,CE-CCP1-M80,task,,done
CE-CCP1-M70,CE-CCP1-M80,checkpoint:CE-CCP1-MILESTONE-M70,CE-CCP1-MILESTONE-M70,reached
CE-CCP1-J01-012,CE-CCP1-M90,task,,done
CE-CCP1-J02-014,CE-CCP1-M90,task,,done
CE-CCP1-J03-013,CE-CCP1-M90,task,,done
CE-CCP1-M80,CE-CCP1-M90,checkpoint:CE-CCP1-MILESTONE-M80,CE-CCP1-MILESTONE-M80,reached
